"","rep","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"13299",37,100,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"13673",38,100,"Salgal","mod3",2.30595351441144,0.247843836693302,9.30405833438165,0.00262833719678397,NA,NA,NA,NA,0.73
"14045",39,100,"Salgal","mod3",2.16936757441919,0.220543884523886,9.83644402157176,0.00223372175789429,NA,NA,NA,NA,0.73
"14410",40,100,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"15523",43,100,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"16256",45,100,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"16627",46,100,"Salgal","mod3",2.06300794444386,0.142352914527132,14.4922072814369,0.000712315852030783,NA,NA,NA,NA,0.73
"16993",47,100,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"17351",48,100,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"17724",49,100,"Salgal","mod3",2.09402269930735,0.201166173046151,10.4094175854653,0.00189211508286077,NA,NA,NA,NA,0.73
"18470",51,100,"Salgal","mod3",2.13718972325395,0.23070845416608,9.26359517677427,0.0026619907775441,NA,NA,NA,NA,0.73
